PropertyName,PropertyAddress,City,State,Zip,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,TargetTenantType,S8_1_ProgramName,LIHTC_1_ProgramName
COURTLAND HOTEL,520 Wall St,Los Angeles,CA,90013-2144,Los Angeles,6037,6037206300,34,34.04454,-118.24599,,,9% Tax Credit
ROBERTA STEPHENS VILLAS I + II,1035 E 27th St,Los Angeles,CA,90011-5544,Los Angeles,6037,6037226420,40,34.01826,-118.25628,Family,,9% Tax Credit
CANAAN GARDENS,641 E 27th St,Los Angeles,CA,90011-1561,Los Angeles,6037,6037226410,40,34.02117,-118.26237,Family,,9% Tax Credit
CASA HEIWA,231 E 3rd St,Los Angeles,CA,90013-1494,Los Angeles,6037,6037206200,34,34.04849,-118.24373,Family,,9% Tax Credit
SIMONE HOTEL,520 San Julian St,Los Angeles,CA,90013-1513,Los Angeles,6037,6037206300,34,34.04384,-118.2451,,,9% Tax Credit
ST MARK'S HOTEL,611 E 5th St,Los Angeles,CA,90013-2109,Los Angeles,6037,6037206200,34,34.04349,-118.24255,,,9% Tax Credit
CRESCENT VILLAGE,1709 W 8th St,Los Angeles,CA,90017-2145,Los Angeles,6037,6037209403,34,34.05325,-118.27353,Family,,9% Tax Credit
HART HOTEL,508 E 4th St,Los Angeles,CA,90013-2104,Los Angeles,6037,6037206200,34,34.0444,-118.24118,,,9% Tax Credit
LAS AMERICAS HOTEL,1205 E 6th St,Los Angeles,CA,90021-1209,Los Angeles,6037,6037206031,34,34.03825,-118.23718,,,9% Tax Credit
EDWARD HOTEL,713 E 5th St,Los Angeles,CA,90013-2110,Los Angeles,6037,6037206200,34,34.04303,-118.24182,,,9% Tax Credit
THE SANBORN HOTEL,526 S Main St,Los Angeles,CA,90013-1422,Los Angeles,6037,6037207302,34,34.04626,-118.2488,,,9% Tax Credit
FAME MANOR,3210 W Adams Blvd,Los Angeles,CA,90018-5407,Los Angeles,6037,6037218900,37,34.03181,-118.31946,Family,,9% Tax Credit
FUMBAH MANOR,832 S Lake St,Los Angeles,CA,90057-4086,Los Angeles,6037,6037209402,34,34.05483,-118.27916,Family,,9% Tax Credit
LA BREA/FRANKLIN APARTMENTS,1801 N LA Brea Ave,Los Angeles,CA,90046-8318,Los Angeles,6037,6037194101,28,34.10379,-118.34642,Family,,9% Tax Credit
ARLINGTON RODEO APARTMENTS,3804 Arlington Ave,Los Angeles,CA,90008-1985,Los Angeles,6037,6037234000,37,34.0181,-118.31814,Family,,9% Tax Credit
CASA GLORIA,1450 W Temple St,Los Angeles,CA,90026-6613,Los Angeles,6037,6037208000,34,34.06746,-118.25798,Family,,9% Tax Credit
LAS PALOMAS HOTEL,2201 E 1st St,Los Angeles,CA,90033-3989,Los Angeles,6037,6037204420,34,34.04453,-118.21139,,,9% Tax Credit
MANILA TERRACE APARTMENTS,2328 W Temple St,Los Angeles,CA,90026-4957,Los Angeles,6037,6037208501,34,34.07106,-118.2712,Family,,9% Tax Credit
MARINA APARTMENTS,722 S Coronado St,Los Angeles,CA,90057-3839,Los Angeles,6037,6037209401,34,34.05792,-118.28233,Family,,9% Tax Credit
MERCEDES APARTMENTS,727 S Carondelet St,Los Angeles,CA,90057-3993,Los Angeles,6037,6037209401,34,34.05764,-118.28189,Family,,9% Tax Credit
MIDTOWN GARDENS,400 N Vermont Ave,Los Angeles,CA,90004-3513,Los Angeles,6037,6037192700,34,34.07774,-118.29159,,,9% Tax Credit
NORBO HOTEL DEVELOPMENT,526 E 6th St,Los Angeles,CA,90021-1010,Los Angeles,6037,6037206300,34,34.04161,-118.24469,,,9% Tax Credit
PARADISE ARMS,5200 S Broadway,Los Angeles,CA,90037-3853,Los Angeles,6037,6037232800,40,33.99554,-118.27821,Family,,4% Tax Credit
PARK PLACE APARTMENTS,2500 W 4th St,Los Angeles,CA,90057-1931,Los Angeles,6037,6037208802,34,34.06407,-118.2771,Family,,9% Tax Credit
ST ANDREWS BUNGALOW COURT,1514 N St Andrews Pl,Los Angeles,CA,90028-6714,Los Angeles,6037,6037190510,28,34.09885,-118.31135,,,9% Tax Credit
VISTA ANGELINA FAMILY APARTMENTS,418 E Edgeware Rd,Los Angeles,CA,90026-5693,Los Angeles,6037,6037208000,34,34.06584,-118.2546,Family,,4% Tax Credit
VILLA DEL PUEBLO,1441 S Hope St,Los Angeles,CA,90015-2911,Los Angeles,6037,6037224010,34,34.03729,-118.26751,Family,,9% Tax Credit
WELDON HOTEL,507 Maple Ave,Los Angeles,CA,90013-1511,Los Angeles,6037,6037206300,34,34.04505,-118.24702,,,9% Tax Credit
YOUNG APARTMENTS,1621 S Grand Ave,Los Angeles,CA,90015-3565,Los Angeles,6037,6037224010,34,34.03528,-118.26706,,,9% Tax Credit
BUDLONG AVENUE APARTMENTS,2727 S Budlong Ave,Los Angeles,CA,90007-2170,Los Angeles,6037,6037222200,37,34.03036,-118.29598,Family,,9% Tax Credit
ROSSMORE HOTEL,905 E 6th St,Los Angeles,CA,90021-1017,Los Angeles,6037,6037206300,34,34.03946,-118.24056,,,9% Tax Credit
GOWER STREET APARTMENTS,1140 N Gower St,Los Angeles,CA,90038-1854,Los Angeles,6037,6037190902,28,34.092,-118.32193,,,9% Tax Credit
VILLA METROPOLITANO,1328 S Hope St,Los Angeles,CA,90015-2923,Los Angeles,6037,6037224010,34,34.03858,-118.26573,,,9% Tax Credit
HYDE PARK PLACE APARTMENTS,6323 10th Ave,Los Angeles,CA,90043-4100,Los Angeles,6037,6037234901,37,33.98226,-118.32832,Family,,9% Tax Credit
LA TOWN HOMES,2557 S Bronson Ave,Los Angeles,CA,90018-1772,Los Angeles,6037,6037218702,37,34.03311,-118.3338,Family,,9% Tax Credit
ADAMS-CONGRESS APARTMENTS,1801 W Adams Blvd,Los Angeles,CA,90018-2705,Los Angeles,6037,6037221500,37,34.0328,-118.30281,Family,,9% Tax Credit
ATHENS GLEN APARTMENTS,11515 S Budlong Ave,Los Angeles,CA,90044-1268,Los Angeles,6037,6037602801,43,33.92927,-118.29621,Family,,9% Tax Credit
BRYNVIEW TERRACE,6603 Brynhurst Ave,Los Angeles,CA,90043-4395,Los Angeles,6037,6037234902,37,33.97931,-118.33387,Family,,9% Tax Credit
CASA CARONDELET,130 S Carondelet St,Los Angeles,CA,90057-2080,Los Angeles,6037,6037208502,34,34.06814,-118.27474,Family,,9% Tax Credit
NORMANDIE SENIOR HOUSING,6301 S Normandie Ave,Los Angeles,CA,90044-2699,Los Angeles,6037,6037237402,37,33.98187,-118.30057,,,9% Tax Credit
PARKSIDE APARTMENTS,400 W 9th St,Los Angeles,CA,90015-1571,Los Angeles,6037,6037207900,34,34.04365,-118.25826,Family,,9% Tax Credit
EVERGREEN VILLAGE,420 N Evergreen Ave,Los Angeles,CA,90033-3159,Los Angeles,6037,6037203720,34,34.04399,-118.19955,Family,,9% Tax Credit
HUNTINGTON HACIENDA APARTMENTS,4648 Huntington Dr S,Los Angeles,CA,90032-1914,Los Angeles,6037,6037201401,34,34.08529,-118.18479,Family,,9% Tax Credit
LOS ANGELES CITY LIGHTS,1315 W 7th St,Los Angeles,CA,90017-2345,Los Angeles,6037,6037209102,34,34.05245,-118.26773,Family,,9% Tax Credit
SERRANO APARTMENTS,1536 N Serrano Ave,Los Angeles,CA,90027-4854,Los Angeles,6037,6037190520,28,34.09884,-118.30698,Family,,9% Tax Credit
LUISA APARTMENTS,2209 Michigan Ave,Los Angeles,CA,90033-2920,Los Angeles,6037,6037204420,34,34.04634,-118.2108,Family,,9% Tax Credit
MARTHA BRYANT MANOR,8300 S Hoover St,Los Angeles,CA,90044-4945,Los Angeles,6037,6037238320,43,33.962662,-118.286713,Family,,4% Tax Credit
MOREHOUSE APARTMENTS,1750 W Martin Luther King Jr Blvd,Los Angeles,CA,90062-1536,Los Angeles,6037,6037231500,37,34.010551,-118.31052,Family,,9% Tax Credit
UNIVERSITY PARK APARTMENTS,1221 W 29th St,Los Angeles,CA,90007-3199,Los Angeles,6037,6037221820,37,34.02847,-118.2872,Family,,9% Tax Credit
WASHINGTON COURT,12525 Washington Pl,Los Angeles,CA,90066-4883,Los Angeles,6037,6037272201,37,33.99829,-118.4328,Family,,9% Tax Credit
GRAMERCY COURT,3317 W Washington Blvd,Los Angeles,CA,90018-1251,Los Angeles,6037,6037218120,37,34.03999,-118.32017,,,9% Tax Credit
39 WEST APARTMENTS,3885 S Western Ave,Los Angeles,CA,90062-1121,Los Angeles,6037,6037231400,37,34.01496,-118.30899,,,9% Tax Credit
CAMBRIA APARTMENTS,738 S Union Ave,Los Angeles,CA,90017-2188,Los Angeles,6037,6037209403,34,34.05299,-118.27162,Family,,9% Tax Credit
CASANOVA GARDENS,433 Casanova St,Los Angeles,CA,90012-1257,Los Angeles,6037,6037980010,34,34.07195,-118.22884,Family,,9% Tax Credit
COCHRAN CITY LIGHTS,1315 S Cochran Ave,Los Angeles,CA,90019-2808,Los Angeles,6037,6037217100,37,34.05045,-118.35236,Family,,9% Tax Credit
FIGUEROA COURT APARTMENTS,9130 S Figueroa St,Los Angeles,CA,90003-3952,Los Angeles,6037,6037240300,43,33.95333,-118.28234,,,9% Tax Credit
GARLAND CITY LIGHTS,1209 W 8th St,Los Angeles,CA,90017-4438,Los Angeles,6037,6037209300,34,34.05008,-118.268,Family,,9% Tax Credit
P & P HOME FOR THE ELDERLY,1030 W 85th St,Los Angeles,CA,90044-3466,Los Angeles,6037,6037238200,37,33.96069,-118.2934,Elderly or disabled,,9% Tax Credit
PLAZA VERMONT,939 W Gage Ave,Los Angeles,CA,90044,Los Angeles,6037,6037237101,37,33.98199,-118.29004,Family,,9% Tax Credit
LOS ALTOS APARTMENTS APARTMENTS,4121 Wilshire Blvd,Los Angeles,CA,90010-3513,Los Angeles,6037,6037211701,34,34.06204,-118.31742,,,4% Tax Credit
MISSION VILLAGE TERRACE,4001 N Mission Rd,Los Angeles,CA,90032-2588,Los Angeles,6037,6037199110,34,34.07488,-118.19674,Family,,4% Tax Credit
THE BOYD HOTEL,224 Boyd St,Los Angeles,CA,90013-1406,Los Angeles,6037,6037206200,34,34.04747,-118.24489,,,9% Tax Credit
PALM VILLAGE,1011 W 91st St,Los Angeles,CA,90044-3360,Los Angeles,6037,6037600100,43,33.95466,-118.29201,Elderly or disabled,,9% Tax Credit
MAIN STREET HOUSING LP,101 W 74th St,Los Angeles,CA,90003-2066,Los Angeles,6037,6037239601,40,33.97284,-118.27393,Family,Pension Fund,9% Tax Credit
PALMER HOUSE,538 Wall St,Los Angeles,CA,90013-1551,Los Angeles,6037,6037206300,34,34.04428,-118.24623,,,9% Tax Credit
PICO GRAMERCY FAMILY HOUSING,1303 S Gramercy Pl,Los Angeles,CA,90019-4607,Los Angeles,6037,6037221304,34,34.04676,-118.31346,Family,,9% Tax Credit
235 BERENDO APARTMENTS,235 S Berendo St,Los Angeles,CA,90004-5754,Los Angeles,6037,6037211320,34,34.06984,-118.29453,,,9% Tax Credit
AVALON-EL SEGUNDO SENIOR APARTMENTS,13232 Avalon Blvd,Los Angeles,CA,90061-2290,Los Angeles,6037,6037540800,44,33.91268,-118.26516,,,9% Tax Credit
WATSON II,3939 Ursula Ave,Los Angeles,CA,90008-2145,Los Angeles,6037,6037236202,37,34.01526,-118.35274,Family,,4% Tax Credit
CASA VERDE APARTMENTS,1552 Schrader Blvd,Los Angeles,CA,90028-7213,Los Angeles,6037,6037190700,28,34.09892,-118.33237,Family,,9% Tax Credit
CHESTNUT VILLAGE,5675 York Blvd,Los Angeles,CA,90042-2550,Los Angeles,6037,6037183220,34,34.11929,-118.19419,Family,,9% Tax Credit
West A Homes,4100 Vermont Ave,Los Angeles,CA,90037-1934,Los Angeles,6037,6037231710,37,34.00972,-118.29144,Family,,9% Tax Credit
COURTLAND CITY LIGHTS,1355 N Cahuenga Blvd,Los Angeles,CA,90028-8137,Los Angeles,6037,6037190802,28,34.09587,-118.329428,Family,,9% Tax Credit
WESTLAKE CITY LIGHTS,509 S Westlake Ave,Los Angeles,CA,90057-5200,Los Angeles,6037,6037208903,34,34.06059,-118.27271,Family,,9% Tax Credit
FOX NORMANDIE APARTMENTS,849 S Normandie Ave,Los Angeles,CA,90005-2159,Los Angeles,6037,6037212420,34,34.05626,-118.30011,,,9% Tax Credit
GRANDVIEW CITY LIGHTS,831 S Grand View St,Los Angeles,CA,90057-4043,Los Angeles,6037,6037209401,34,34.05504,-118.28086,Family,,9% Tax Credit
HARBOR CITY LIGHTS,523 W 127th St,Los Angeles,CA,90044,Los Angeles,6037,6037291110,43,33.91781,-118.28444,Family,,4% Tax Credit
BRYSON FAMILY APARTMENTS,2701 Wilshire Blvd,Los Angeles,CA,90057-3244,Los Angeles,6037,6037208720,34,34.06143,-118.28254,Family,,9% Tax Credit
KENMORE APARTMENTS,1726 N Kenmore Ave,Los Angeles,CA,90027-4057,Los Angeles,6037,6037189201,28,34.10264,-118.29692,Family,,9% Tax Credit
MIRADA TERRACE APARTMENTS,5657 La Mirada Ave,Los Angeles,CA,90038-2236,Los Angeles,6037,6037190901,28,34.09411,-118.31292,Family,,9% Tax Credit
EMPRESS APARTMENTS,514 S Westlake Ave,Los Angeles,CA,90057-2967,Los Angeles,6037,6037208903,34,34.05918,-118.273,Family,,9% Tax Credit
SENDEROS,2141 Estrella Ave,Los Angeles,CA,90007-2055,Los Angeles,6037,6037224420,37,34.03224,-118.27668,Family,,9% Tax Credit
FEDORA APARTMENTS,836 Fedora St,Los Angeles,CA,90005-2166,Los Angeles,6037,6037212305,34,34.05705,-118.29752,,,9% Tax Credit
FIGUEROA OAKS,10210 S Figueroa St,Los Angeles,CA,90003-4458,Los Angeles,6037,6037240402,43,33.94333,-118.28226,Family,,9% Tax Credit
GWEN BOLDEN MANOR,1302 E 41st St,Los Angeles,CA,90011-3355,Los Angeles,6037,6037228220,40,34.00896,-118.25166,Family,,9% Tax Credit
SYCAMORE VILLAGE,523 S Rampart Blvd,Los Angeles,CA,90057-2622,Los Angeles,6037,6037208720,34,34.06324,-118.28141,Family,,9% Tax Credit
WILSHIRE COURTYARD,2848 Sunset Pl,Los Angeles,CA,90005-3940,Los Angeles,6037,6037212204,34,34.0607,-118.28508,,,9% Tax Credit
WESTERN CARTLON APARTMENTS,5443 Carlton Way,Los Angeles,CA,90027-4814,Los Angeles,6037,6037190510,28,34.10061,-118.30801,Family,,4% Tax Credit
EUGENE THOMAS MANOR,2208 S Western Ave,Los Angeles,CA,90018-1360,Los Angeles,6037,6037221500,37,34.03607,-118.30862,,,9% Tax Credit
HEAVENLY VISION SENIOR HOUSING LP,9500 S Broadway,Los Angeles,CA,90003-4053,Los Angeles,6037,6037240500,43,33.95008,-118.27806,Elderly or disabled,,9% Tax Credit
IROLO APARTMENTS,770 Irolo St,Los Angeles,CA,90005-2370,Los Angeles,6037,6037212410,34,34.05814,-118.30057,,811 PRA DEMO,9% Tax Credit
ADAMS CITY LIGHTS,4471 W Adams Blvd,Los Angeles,CA,90016-3063,Los Angeles,6037,6037218702,37,34.03265,-118.33748,Family,,9% Tax Credit
ALEGRIA,2737 W Sunset Blvd,Los Angeles,CA,90026-2181,Los Angeles,6037,6037195600,28,34.08168,-118.27144,Family,,4% Tax Credit
AMISTAD,1953 Estrella Ave,Los Angeles,CA,90007-1378,Los Angeles,6037,6037224420,37,34.03421,-118.27531,Family,,9% Tax Credit
AVALON TERRACE NICOLET,4027 Nicolet Ave,Los Angeles,CA,90008-2219,Los Angeles,6037,6037236202,37,34.01377,-118.35155,Family,,9% Tax Credit
BENTON GREEN APARTMENTS,528 N Benton Way,Los Angeles,CA,90026-3873,Los Angeles,6037,6037195802,28,34.07549,-118.27348,Family,,4% Tax Credit
BRANDON APARTMENTS,735 Hartford Ave,Los Angeles,CA,90017-4472,Los Angeles,6037,6037209300,34,34.05132,-118.26816,,,9% Tax Credit
MAYUR TOWN HOMES,5846 Carlton Way,Los Angeles,CA,90028-6679,Los Angeles,6037,6037191000,28,34.10013,-118.31749,Family,,9% Tax Credit
DEWEY HOTEL,721 S Main St,Los Angeles,CA,90014-2363,Los Angeles,6037,6037207301,34,34.04362,-118.25231,,,9% Tax Credit
DON CARLOS APARTMENTS,5226 Hollywood Blvd,Los Angeles,CA,90027-4963,Los Angeles,6037,6037190520,28,34.10165,-118.30391,Elderly or disabled,,9% Tax Credit
HOPE VILLAGE,1031 S Hope St,Los Angeles,CA,90015-1585,Los Angeles,6037,6037207900,34,34.0433,-118.26218,Family,,4% Tax Credit
LINCOLN HOTEL,549 Ceres Ave,Los Angeles,CA,90013-1716,Los Angeles,6037,6037206300,34,34.04061,-118.241,,,9% Tax Credit
MAGNOLIA CITY LIGHTS,2885 Leeward Ave,Los Angeles,CA,90005-1139,Los Angeles,6037,6037212204,34,34.05881,-118.2862,Family,,4% Tax Credit
MARYLAND APARTMENTS,1340 Maryland St,Los Angeles,CA,90017-2034,Los Angeles,6037,6037209200,34,34.05618,-118.26207,,,9% Tax Credit
SHERATON TOWN HOUSE,2961 Wilshire Blvd,Los Angeles,CA,90010,Los Angeles,6037,6037211120,34,34.06191,-118.28656,Family,,9% Tax Credit
SYCAMORE PARK APARTMENTS,250 S Avenue 50,Los Angeles,CA,90042-4449,Los Angeles,6037,6037183820,34,34.102617,-118.200456,Family,,9% Tax Credit
SALVATION ARMY WESTWOOD TRANSITIONAL VILLAGE,1341 S Sepulveda Blvd,Los Angeles,CA,90025-3481,Los Angeles,6037,6037701100,33,34.0528,-118.44918,Family,,9% Tax Credit
TOLTON COURT,2806 E Washington Blvd,Los Angeles,CA,90023-4217,Los Angeles,6037,6037205120,34,34.016929,-118.219754,Family,,9% Tax Credit
SOUTHERN HOTEL,412 E 5th St,Los Angeles,CA,90013-1561,Los Angeles,6037,6037206300,34,34.04414,-118.24469,,,9% Tax Credit
VISTA NUEVA APARTMENTS,130 S La Fayette Park Pl,Los Angeles,CA,90057-1343,Los Angeles,6037,6037208620,34,34.06922,-118.27857,,,9% Tax Credit
TOTLON/MONTCLAIR COURT,4200 Montclair St,Los Angeles,CA,90018-4809,Los Angeles,6037,6037219300,37,34.0312,-118.33171,Family,,9% Tax Credit
BARNSDALL COURT APARTMENTS,1632 N Normandie Ave,Los Angeles,CA,90027-5147,Los Angeles,6037,6037191201,28,34.10082,-118.30044,Family,,4% Tax Credit
CASA RAMPART APARTMENTS,401 S Rampart Blvd,Los Angeles,CA,90057-1717,Los Angeles,6037,6037208720,34,34.07399,-118.27425,,,9% Tax Credit
ADAMS SENIOR GARDENS,1755 W Adams Blvd,Los Angeles,CA,90018-2760,Los Angeles,6037,6037221500,37,34.03305,-118.30192,Elderly or disabled,,9% Tax Credit
PARK LANE FAMILY APARTMENTS,4508 W Martin Luther King Jr Blvd,Los Angeles,CA,90016-5965,Los Angeles,6037,6037236203,37,34.017607,-118.346908,Family,,9% Tax Credit
AMISTAD APARTMENTS,2037 Lincoln Park Ave,Los Angeles,CA,90031-2792,Los Angeles,6037,6037199120,34,34.06886,-118.2028,,,9% Tax Credit
TM CHAMBERS MANORS,2620 Menlo Ave,Los Angeles,CA,90007-6901,Los Angeles,6037,6037221810,37,34.03209,-118.28997,Elderly or disabled,,9% Tax Credit
APPLE TREE VILLAGE,9229 Sepulveda Eastway,Los Angeles,CA,90045,Los Angeles,6037,6037278001,43,33.95316,-118.3955,,,9% Tax Credit
ELYSIAN CITY LIGHTS,1370 Allison Ave,Los Angeles,CA,90026-4496,Los Angeles,6037,6037197600,34,34.07323,-118.25216,Family,,9% Tax Credit
HOLLYWOOD WESTERN APARTMENTS,1672 N Western Ave,Los Angeles,CA,90027-4853,Los Angeles,6037,6037190510,28,34.10127,-118.30916,Family,,9% Tax Credit
LA PRIMAVERA APARTMENTS,1330 S Olive St,Los Angeles,CA,90015-3051,Los Angeles,6037,6037224010,34,34.03717,-118.26338,,,9% Tax Credit
GATEWAY CITY LIGHTS,523 1/2 W El Segundo Blvd,Los Angeles,CA,90061,Los Angeles,6037,6037291110,43,33.91651,-118.28272,Family,,9% Tax Credit
GRANDVIEW NINE APARTMENTS,2300 James M Wood Blvd,Los Angeles,CA,90006-2068,Los Angeles,6037,6037209510,34,34.05427,-118.28097,Family,,4% Tax Credit
HALE-MORRIS-LEWIS SENIOR MANOR,1307 W 105th St,Los Angeles,CA,90044-1763,Los Angeles,6037,6037600202,43,33.94157,-118.29852,Elderly or disabled,,4% Tax Credit
RIVERS HOTEL,1226 E 7th St,Los Angeles,CA,90021,Los Angeles,6037,6037226002,34,34.0371,-118.24179,,,9% Tax Credit
HAPPY VALLEY CITY LIGHTS,2580 N Soto St,Los Angeles,CA,90032-1472,Los Angeles,6037,6037201401,34,34.07736,-118.19241,Family,,9% Tax Credit
SAN LUCAS SENIOR HOUSING,1221 W 7th St,Los Angeles,CA,90017-2394,Los Angeles,6037,6037209102,34,34.05187,-118.26645,Elderly or disabled,,4% Tax Credit
MEERA TOWN HOMES,740 Valencia St,Los Angeles,CA,90017-4317,Los Angeles,6037,6037209300,34,34.05151,-118.27029,Family,,9% Tax Credit
ST GEORGE HOTEL,115 E 3rd St,Los Angeles,CA,90013-1301,Los Angeles,6037,6037207302,34,34.05024,-118.24647,,,9% Tax Credit
BROWNSTONE HOTEL,425 E 5th St,Los Angeles,CA,90013,Los Angeles,6037,6037206200,34,34.04467,-118.24497,,,9% Tax Credit
ML SHEPARD MANOR SENIOR HOUISNG,2330 Santa Ana S,Los Angeles,CA,90059-1434,Los Angeles,6037,6037243100,44,33.93417,-118.23085,Elderly or disabled,,9% Tax Credit
WILSHIRE CITY LIGHTS,716 S Carondelet St,Los Angeles,CA,90057-5028,Los Angeles,6037,6037209401,34,34.05805,-118.28113,Family,,9% Tax Credit
AMISTAD PLAZA,6050 S Western Ave,Los Angeles,CA,90047-1464,Los Angeles,6037,6037237202,37,33.98444,-118.30861,Family,,4% Tax Credit
EASTSIDE VILLAGE FAMILY APARTMENTS,2250 E 111th St,Los Angeles,CA,90059-2000,Los Angeles,6037,6037243100,44,33.9342,-118.23228,Family,,9% Tax Credit
EUGENE HOTEL,558 Stanford Ave,Los Angeles,CA,90013,Los Angeles,6037,6037206300,34,34.04226,-118.24135,,,9% Tax Credit
ALEGRIA APARTMENTS,801 W 23rd St,Los Angeles,CA,90007-2056,Los Angeles,6037,6037224420,37,34.03242,-118.27755,Family,,9% Tax Credit
FAME WEST 25TH STREET,1940 W 25th St,Los Angeles,CA,90018-2181,Los Angeles,6037,6037221500,37,34.03383,-118.30681,Family,,9% Tax Credit
HOLLYVIEW SENIOR APARTMENTS,5411 Hollywood Blvd,Los Angeles,CA,90027-3424,Los Angeles,6037,6037190402,28,34.10182,-118.30742,Elderly or disabled,,9% Tax Credit
BROADWAY VISTAS,9800 S Broadway,Los Angeles,CA,90003-4168,Los Angeles,6037,6037240500,43,33.94709,-118.27778,Family,,9% Tax Credit
PLAZA DE LEON APARTMENTS,630 S Alvarado St,Los Angeles,CA,90057-3334,Los Angeles,6037,6037208903,34,34.05844,-118.27505,Family,,9% Tax Credit
CASA FIGUEROA APARTMENTS,7800 S Figueroa St,Los Angeles,CA,90003-2742,Los Angeles,6037,6037237720,37,33.96881,-118.28259,Family,,9% Tax Credit
WISCONSIN III APARTMENTS,3790 Wisconsin St,Los Angeles,CA,90007-4235,Los Angeles,6037,6037231220,37,34.01709,-118.29281,Family,,4% Tax Credit
ALISO VILLAGE APARTMENTS PHASE I,1400 Gabriel Garcia Marquez St,Los Angeles,CA,90033-2748,Los Angeles,6037,6037206032,34,34.04801,-118.22392,Family,,9% Tax Credit
BALDWIN HILLS APARTMENTS,4063 Nicolet Ave,Los Angeles,CA,90008-2267,Los Angeles,6037,6037236202,37,34.01274,-118.35164,,,4% Tax Credit
BENTLEY CITY LIGHTS,420 Witmer St,Los Angeles,CA,90017-1396,Los Angeles,6037,6037209103,34,34.05719,-118.2645,Family,,9% Tax Credit
EL CENTRO LORETTO APARTMENTS,1021 N Hoover St,Los Angeles,CA,90029-3086,Los Angeles,6037,6037191410,28,34.09016,-118.28504,Family,,4% Tax Credit
BURLINGTON CITY LIGHTS,456 S Burlington Ave,Los Angeles,CA,90057-3006,Los Angeles,6037,6037208904,34,34.05865,-118.27019,Family,,9% Tax Credit
EMERALD PARK,212 Lucas Ave,Los Angeles,CA,90026-6148,Los Angeles,6037,6037208000,34,34.06046,-118.26015,Family,,9% Tax Credit
CASTELAR APARTMENTS,601 N Hill St,Los Angeles,CA,90012,Los Angeles,6037,6037207102,34,34.05973,-118.24094,Family,,9% Tax Credit
CESAR CHAVEZ GARDENS,521 W Cesar E Chavez Ave,Los Angeles,CA,90012-2155,Los Angeles,6037,6037207102,34,34.059772,-118.241772,Family,,4% Tax Credit
LOS GIRASOLES,952 S Record Ave,Los Angeles,CA,90023-2555,Los Angeles,6037,6037531301,40,34.02303,-118.18255,Family,,9% Tax Credit
MARYLAND HEIGHTS,1337 W 5th St,Los Angeles,CA,90017-2041,Los Angeles,6037,6037209200,34,34.05577,-118.26241,Family,,9% Tax Credit
SANTEE COURT ONE,700 S Los Angeles St,Los Angeles,CA,90014-2108,Los Angeles,6037,6037226002,34,34.04238,-118.25104,,,4% Tax Credit
SKYLINE VILLAGE,444 Lucas Ave,Los Angeles,CA,90017-2050,Los Angeles,6037,6037209200,34,34.05656,-118.26254,Family,,4% Tax Credit
LAS BRISAS APARTMENTS,115 E 88th St,Los Angeles,CA,90003-3472,Los Angeles,6037,6037240200,43,33.95717,-118.27354,Family,,9% Tax Credit
SUNSET CITY LIGHTS,2014 W Sunset Blvd,Los Angeles,CA,90026,Los Angeles,6037,6037195720,28,34.07773,-118.26221,Family,,9% Tax Credit
TEMPLE CITY LIGHTS,306 N Alvarado St,Los Angeles,CA,90026-5461,Los Angeles,6037,6037208501,34,34.06928,-118.26853,Family,,9% Tax Credit
HARVARD HEIGHTS APARTMENTS HOMES,950 S Harvard Blvd,Los Angeles,CA,90006-6262,Los Angeles,6037,6037213201,34,34.054,-118.30385,Family,,9% Tax Credit
EMERALD TERRACE APARTMENTS,1345 Emerald Dr,Los Angeles,CA,90026-2136,Los Angeles,6037,6037208000,34,34.05966,-118.2602,Family,,9% Tax Credit
VERMONT CITY LIGHTS,4215 S Vermont Ave,Los Angeles,CA,90037-2492,Los Angeles,6037,6037231600,37,34.00696,-118.29163,Family,,9% Tax Credit
WEST ANGELES VILLAS,6030 Crenshaw Blvd,Los Angeles,CA,90043-3984,Los Angeles,6037,6037234902,37,33.98514,-118.33074,Elderly or disabled,,4% Tax Credit
WITMER/COLUMBIA PLACE,1304 W 7th St,Los Angeles,CA,90017-2219,Los Angeles,6037,6037209300,34,34.05228,-118.2678,Family,,9% Tax Credit
CASA SHALOM,1308 S New Hampshire Ave,Los Angeles,CA,90006-4555,Los Angeles,6037,6037221220,34,34.04717,-118.29233,Family,,4% Tax Credit
LITTLE TOKYO DEVELOPMENT,375 E 2nd St,Los Angeles,CA,90012-4239,Los Angeles,6037,6037206200,34,34.0481,-118.23974,Family,,4% Tax Credit
ALAMEDA TERRACE,11917 S Figueroa St,Los Angeles,CA,90061-1413,Los Angeles,6037,6037241300,43,33.9246,-118.28267,Family,,9% Tax Credit
L A COLORADO TERRACE,2455 Colorado Blvd,Los Angeles,CA,90041-1170,Los Angeles,6037,6037181000,34,34.14147,-118.22038,Family,,4% Tax Credit
EAST LA COMMUNITY CORP,1074 S Rowan Ave,Los Angeles,CA,90023-2454,Los Angeles,6037,6037531301,40,34.02092,-118.18723,Family,,4% Tax Credit
BROADWAY CITY LIGHTS,8000 S Broadway,Los Angeles,CA,90003-2460,Los Angeles,6037,6037239701,43,33.96691,-118.27819,Family,,9% Tax Credit
